Timestamp,SensorID,Temp,Humid,PH,EC,N,P,K,DateTime,Latitude,Longitude,Satellites,HDOP
10977,1,181,365,457,232,15,21,53,Invalid,Invalid,Invalid,0,0
15249,1,181,365,452,232,15,21,53,Invalid,Invalid,Invalid,0,0
17066,1,181,365,447,232,15,21,53,Invalid,Invalid,Invalid,0,0
19066,1,181,365,447,232,15,21,53,Invalid,Invalid,Invalid,0,0
21561,1,181,365,447,232,15,21,53,Invalid,Invalid,Invalid,0,0
23561,1,181,365,442,232,15,21,53,Invalid,Invalid,Invalid,0,0
26066,1,181,364,442,232,15,21,53,Invalid,Invalid,Invalid,0,0
28066,1,181,364,442,232,15,21,53,Invalid,Invalid,Invalid,0,0
30574,1,181,364,437,232,15,21,53,Invalid,Invalid,Invalid,0,0
72314,2,168,311,700,74,5,7,14,Invalid,Invalid,Invalid,0,0
73020,2,168,309,700,74,5,7,14,Invalid,Invalid,Invalid,0,0
74828,2,168,309,700,73,5,7,14,Invalid,Invalid,Invalid,0,0
76828,2,168,309,700,74,5,7,14,Invalid,Invalid,Invalid,0,0
79327,2,168,309,700,74,5,7,14,Invalid,Invalid,Invalid,0,0
85904,2,168,313,900,77,5,7,15,Invalid,Invalid,Invalid,0,0
86609,2,168,312,900,77,5,7,15,Invalid,Invalid,Invalid,0,0
88413,2,168,312,900,77,5,7,15,Invalid,Invalid,Invalid,0,0
90413,2,168,313,900,77,5,7,15,Invalid,Invalid,Invalid,0,0
92932,2,168,315,900,76,5,7,15,Invalid,Invalid,Invalid,0,0
95606,2,168,315,900,77,5,7,15,Invalid,Invalid,Invalid,0,0
99175,2,168,326,711,76,5,7,15,Invalid,Invalid,Invalid,0,0
100985,2,168,309,750,79,5,7,15,Invalid,Invalid,Invalid,0,0
102985,2,168,306,713,78,5,7,15,Invalid,Invalid,Invalid,0,0
105484,2,168,305,700,79,5,7,15,Invalid,Invalid,Invalid,0,0
109185,2,168,301,700,78,5,7,15,Invalid,Invalid,Invalid,0,0
111099,2,168,299,688,78,5,7,15,Invalid,Invalid,Invalid,0,0
130742,3,167,234,900,64,4,6,12,Invalid,Invalid,Invalid,0,0
132742,3,168,237,900,65,4,6,13,Invalid,Invalid,Invalid,0,0
135239,3,169,234,900,65,4,6,13,Invalid,Invalid,Invalid,0,0
137239,3,169,237,900,65,4,6,13,Invalid,Invalid,Invalid,0,0
139739,3,169,235,900,65,4,6,13,Invalid,Invalid,Invalid,0,0
141739,3,169,237,900,65,4,6,13,Invalid,Invalid,Invalid,0,0
144258,3,169,236,895,65,4,6,12,Invalid,Invalid,Invalid,0,0
146939,3,169,236,879,65,4,6,13,Invalid,Invalid,Invalid,0,0
148939,3,169,235,872,65,4,6,13,Invalid,Invalid,Invalid,0,0
151440,3,169,235,858,65,4,6,13,Invalid,Invalid,Invalid,0,0
153440,3,169,235,850,65,4,6,13,Invalid,Invalid,Invalid,0,0
155939,3,169,235,836,66,4,6,13,Invalid,Invalid,Invalid,0,0
157939,3,169,236,830,65,4,6,13,Invalid,Invalid,Invalid,0,0
160437,3,169,236,823,65,4,6,13,Invalid,Invalid,Invalid,0,0
162437,3,169,234,816,65,4,6,13,Invalid,Invalid,Invalid,0,0
168811,3,169,234,810,65,4,6,13,Invalid,Invalid,Invalid,0,0
169517,3,169,234,803,65,4,6,13,Invalid,Invalid,Invalid,0,0
171327,3,169,237,803,65,4,6,13,Invalid,Invalid,Invalid,0,0
173327,3,169,235,803,65,4,6,13,Invalid,Invalid,Invalid,0,0
175821,3,169,236,797,66,4,6,13,Invalid,Invalid,Invalid,0,0
177821,3,169,237,797,65,4,6,13,Invalid,Invalid,Invalid,0,0
180330,3,169,234,791,65,4,6,13,Invalid,Invalid,Invalid,0,0
182330,3,169,235,791,65,4,6,13,Invalid,Invalid,Invalid,0,0
184850,3,169,236,791,65,4,6,13,Invalid,Invalid,Invalid,0,0
187533,3,169,235,784,65,4,6,13,Invalid,Invalid,Invalid,0,0
189533,3,169,236,784,65,4,6,13,Invalid,Invalid,Invalid,0,0
192032,3,169,235,784,65,4,6,13,Invalid,Invalid,Invalid,0,0
194032,3,169,235,784,65,4,6,13,Invalid,Invalid,Invalid,0,0
196535,3,169,236,784,65,4,6,13,Invalid,Invalid,Invalid,0,0
198535,3,169,234,784,65,4,6,13,Invalid,Invalid,Invalid,0,0
