Timestamp,SensorID,Temp,Humid,PH,EC,N,P,K,DateTime,Latitude,Longitude,Satellites,HDOP
11672,1,197,85,788,0,0,0,0,Invalid,Invalid,Invalid,0,0
13672,1,197,87,788,0,0,0,0,Invalid,Invalid,Invalid,0,0
18042,1,197,91,768,0,0,0,0,Invalid,Invalid,Invalid,0,0
19743,1,197,91,768,0,0,0,0,Invalid,Invalid,Invalid,0,0
21743,1,197,91,685,0,0,0,0,Invalid,Invalid,Invalid,0,0
24238,1,197,93,685,0,0,0,0,Invalid,Invalid,Invalid,0,0
26238,1,197,94,685,0,0,0,0,Invalid,Invalid,Invalid,0,0
28743,1,197,94,636,0,0,0,0,Invalid,Invalid,Invalid,0,0
30743,1,197,94,636,0,0,0,0,Invalid,Invalid,Invalid,0,0
33248,1,197,109,716,0,0,0,0,Invalid,Invalid,Invalid,0,0
35248,1,197,106,716,0,0,0,0,Invalid,Invalid,Invalid,0,0
41488,1,-1,107,640,0,0,0,0,Invalid,Invalid,Invalid,0,0
42193,1,197,107,640,0,0,0,0,Invalid,Invalid,Invalid,0,0
44105,1,197,107,531,0,0,0,0,Invalid,Invalid,Invalid,0,0
46694,1,197,108,531,0,0,0,0,Invalid,Invalid,Invalid,0,0
48694,1,198,108,531,0,0,0,0,Invalid,Invalid,Invalid,0,0
51196,1,198,108,482,0,0,0,0,Invalid,Invalid,Invalid,0,0
53196,1,198,109,482,0,0,0,0,Invalid,Invalid,Invalid,0,0
55698,1,198,109,452,0,0,0,0,Invalid,Invalid,Invalid,0,0
57698,1,198,108,452,0,0,0,0,Invalid,Invalid,Invalid,0,0
60194,1,198,110,452,0,0,0,0,Invalid,Invalid,Invalid,0,0
62194,1,198,109,447,0,0,0,0,Invalid,Invalid,Invalid,0,0
64712,1,198,111,447,0,0,0,0,Invalid,Invalid,Invalid,0,0
69280,1,198,112,442,0,0,0,0,Invalid,Invalid,Invalid,0,0
71228,1,198,112,442,0,0,0,0,Invalid,Invalid,Invalid,0,0
77536,1,198,114,437,0,0,0,0,Invalid,Invalid,Invalid,0,0
79351,1,198,114,438,0,0,0,0,Invalid,Invalid,Invalid,0,0
85902,1,-1,115,457,0,7,9,24,Invalid,Invalid,Invalid,0,0
86604,1,198,115,457,30,7,9,24,Invalid,Invalid,Invalid,0,0
88406,1,198,115,457,32,7,9,24,Invalid,Invalid,Invalid,0,0
90406,1,199,115,452,33,7,9,24,Invalid,Invalid,Invalid,0,0
92934,1,199,116,452,35,7,9,25,Invalid,Invalid,Invalid,0,0
95623,1,199,116,447,37,7,9,25,Invalid,Invalid,Invalid,0,0
101081,1,199,118,442,40,7,9,25,Invalid,Invalid,Invalid,0,0
103035,1,199,118,442,43,7,10,26,Invalid,Invalid,Invalid,0,0
105598,1,199,118,442,45,7,10,26,Invalid,Invalid,Invalid,0,0
107598,1,199,118,437,46,7,10,26,Invalid,Invalid,Invalid,0,0
110098,1,199,119,437,48,7,10,27,Invalid,Invalid,Invalid,0,0
138302,2,182,219,880,0,0,0,0,Invalid,Invalid,Invalid,0,0
140809,2,182,218,864,0,0,0,0,Invalid,Invalid,Invalid,0,0
142809,2,182,218,848,0,0,0,0,Invalid,Invalid,Invalid,0,0
145306,2,182,217,834,0,0,0,0,Invalid,Invalid,Invalid,0,0
147306,2,182,218,834,0,0,0,0,Invalid,Invalid,Invalid,0,0
150784,2,182,218,819,0,0,0,0,Invalid,Invalid,Invalid,0,0
152501,2,182,218,812,0,0,0,0,Invalid,Invalid,Invalid,0,0
156058,2,182,218,806,0,0,0,0,Invalid,Invalid,Invalid,0,0
159752,2,182,219,800,0,0,0,0,Invalid,Invalid,Invalid,0,0
161437,2,182,218,800,0,0,0,0,Invalid,Invalid,Invalid,0,0
163437,2,182,218,800,0,0,0,0,Invalid,Invalid,Invalid,0,0
165934,2,182,217,793,0,0,0,0,Invalid,Invalid,Invalid,0,0
167934,2,182,218,793,0,0,0,0,Invalid,Invalid,Invalid,0,0
170433,2,182,218,793,6,0,0,1,Invalid,Invalid,Invalid,0,0
172433,2,182,218,787,6,0,0,1,Invalid,Invalid,Invalid,0,0
174941,2,182,217,787,6,0,0,1,Invalid,Invalid,Invalid,0,0
176941,2,182,217,787,6,0,0,1,Invalid,Invalid,Invalid,0,0
179443,2,182,217,787,6,0,0,1,Invalid,Invalid,Invalid,0,0
181443,2,182,217,787,6,0,0,1,Invalid,Invalid,Invalid,0,0
183942,2,182,218,780,6,0,0,1,Invalid,Invalid,Invalid,0,0
185942,2,182,217,780,6,0,0,1,Invalid,Invalid,Invalid,0,0
188455,2,182,218,780,6,0,0,1,Invalid,Invalid,Invalid,0,0
192042,2,182,217,780,6,0,0,1,Invalid,Invalid,Invalid,0,0
193912,2,182,217,780,6,0,0,1,Invalid,Invalid,Invalid,0,0
196552,2,182,216,774,6,0,0,1,Invalid,Invalid,Invalid,0,0
198552,2,182,217,774,6,0,0,1,Invalid,Invalid,Invalid,0,0
201047,2,182,216,774,6,0,0,1,Invalid,Invalid,Invalid,0,0
