Timestamp,SensorID,Temp,Humid,PH,EC,N,P,K,DateTime,Latitude,Longitude,Satellites,HDOP
9086,1,206,0,437,0,0,0,0,Invalid,Invalid,Invalid,0,0
11670,1,206,0,437,0,0,0,0,Invalid,Invalid,Invalid,0,0
13670,1,206,0,438,0,0,0,0,Invalid,Invalid,Invalid,0,0
18180,2,182,470,731,161,11,16,32,Invalid,Invalid,Invalid,0,0
20676,2,182,470,847,160,11,16,32,Invalid,Invalid,Invalid,0,0
22676,2,182,470,862,162,11,16,32,Invalid,Invalid,Invalid,0,0
25174,2,182,473,855,162,11,16,32,Invalid,Invalid,Invalid,0,0
27174,2,182,470,855,161,11,16,32,Invalid,Invalid,Invalid,0,0
29683,2,182,470,848,162,11,16,32,Invalid,Invalid,Invalid,0,0
49692,3,177,406,700,166,11,16,33,Invalid,Invalid,Invalid,0,0
52233,3,177,406,700,165,11,16,33,Invalid,Invalid,Invalid,0,0
56776,3,178,408,700,166,11,16,33,Invalid,Invalid,Invalid,0,0
58469,3,179,405,700,168,11,16,33,Invalid,Invalid,Invalid,0,0
60469,3,179,404,700,166,11,16,33,Invalid,Invalid,Invalid,0,0
62966,3,180,404,700,168,12,16,33,Invalid,Invalid,Invalid,0,0
64966,3,181,404,700,169,12,16,33,Invalid,Invalid,Invalid,0,0
67464,3,181,403,700,168,12,16,33,Invalid,Invalid,Invalid,0,0
69464,3,181,394,700,163,7,11,22,Invalid,Invalid,Invalid,0,0
71978,3,181,338,740,7,0,0,1,Invalid,Invalid,Invalid,0,0
73978,3,181,386,722,48,3,4,9,Invalid,Invalid,Invalid,0,0
76480,3,181,386,900,187,13,18,37,Invalid,Invalid,Invalid,0,0
78480,3,181,384,900,187,13,18,37,Invalid,Invalid,Invalid,0,0
81981,3,181,383,900,188,13,18,37,Invalid,Invalid,Invalid,0,0
83933,3,181,383,900,188,13,18,37,Invalid,Invalid,Invalid,0,0
86490,3,181,382,900,188,13,18,37,Invalid,Invalid,Invalid,0,0
88490,3,181,384,900,189,13,18,37,Invalid,Invalid,Invalid,0,0
90992,3,181,383,900,189,13,18,37,Invalid,Invalid,Invalid,0,0
92992,3,181,382,900,188,13,18,37,Invalid,Invalid,Invalid,0,0
95492,3,181,384,899,189,13,18,37,Invalid,Invalid,Invalid,0,0
97492,3,181,383,850,189,13,18,37,Invalid,Invalid,Invalid,0,0
100973,3,182,384,900,191,13,19,38,Invalid,Invalid,Invalid,0,0
102659,3,183,384,900,191,13,19,38,Invalid,Invalid,Invalid,0,0
104659,3,184,383,900,192,13,19,38,Invalid,Invalid,Invalid,0,0
107166,3,185,382,900,191,13,19,38,Invalid,Invalid,Invalid,0,0
