Timestamp,SensorID,Temp,Humid,PH,EC,N,P,K,DateTime,Latitude,Longitude,Satellites,HDOP
70409,1,208,292,452,218,15,21,53,Invalid,Invalid,Invalid,0,0
75579,1,208,292,447,218,15,21,53,Invalid,Invalid,Invalid,0,0
77387,1,208,292,447,218,15,21,53,Invalid,Invalid,Invalid,0,0
83949,1,-1,292,442,218,15,21,53,Invalid,Invalid,Invalid,0,0
84651,1,208,292,442,218,15,21,53,Invalid,Invalid,Invalid,0,0
86450,1,208,293,437,218,15,21,53,Invalid,Invalid,Invalid,0,0
88450,1,208,293,437,218,15,21,53,Invalid,Invalid,Invalid,0,0
90988,1,208,293,437,218,15,21,53,Invalid,Invalid,Invalid,0,0
93662,1,208,293,438,218,15,21,53,Invalid,Invalid,Invalid,0,0
159306,2,168,339,800,49,3,4,9,Invalid,Invalid,Invalid,0,0
161306,2,168,337,781,50,3,5,10,Invalid,Invalid,Invalid,0,0
163816,2,168,336,757,49,3,4,9,Invalid,Invalid,Invalid,0,0
165816,2,169,337,743,49,3,4,9,Invalid,Invalid,Invalid,0,0
168314,2,170,337,728,49,3,4,9,Invalid,Invalid,Invalid,0,0
170314,2,171,339,720,49,3,4,9,Invalid,Invalid,Invalid,0,0
172822,2,172,338,700,49,3,4,9,Invalid,Invalid,Invalid,0,0
174822,2,172,340,700,49,3,4,9,Invalid,Invalid,Invalid,0,0
177317,2,172,339,700,49,3,4,9,Invalid,Invalid,Invalid,0,0
179317,2,172,341,700,49,3,4,9,Invalid,Invalid,Invalid,0,0
181825,2,172,345,700,49,3,4,9,Invalid,Invalid,Invalid,0,0
183825,2,172,344,700,48,3,4,9,Invalid,Invalid,Invalid,0,0
186316,2,172,345,700,49,3,4,9,Invalid,Invalid,Invalid,0,0
188316,2,172,343,700,49,3,4,9,Invalid,Invalid,Invalid,0,0
190854,2,172,348,688,49,3,4,9,Invalid,Invalid,Invalid,0,0
197270,2,172,348,686,49,3,4,9,Invalid,Invalid,Invalid,0,0
197969,2,172,348,700,56,4,5,11,Invalid,Invalid,Invalid,0,0
199891,2,173,350,713,57,4,5,11,Invalid,Invalid,Invalid,0,0
202492,2,174,351,700,55,3,5,11,Invalid,Invalid,Invalid,0,0
205173,2,175,351,700,54,3,5,10,Invalid,Invalid,Invalid,0,0
226979,3,162,336,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
229547,3,163,336,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
231547,3,164,336,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
234054,3,165,336,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
236054,3,166,335,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
238551,3,166,335,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
240551,3,166,334,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
243053,3,166,336,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
245053,3,167,335,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
247600,3,168,336,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
250258,3,170,334,900,47,3,4,9,Invalid,Invalid,Invalid,0,0
252258,3,170,332,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
254757,3,170,336,900,48,3,4,9,Invalid,Invalid,Invalid,0,0
256757,3,170,338,900,47,3,4,9,Invalid,Invalid,Invalid,0,0
