Timestamp,SensorID,Temp,Humid,PH,EC,N,P,K,DateTime,Latitude,Longitude,Satellites,HDOP
38132,1,178,451,552,116,10,14,36,Invalid,Invalid,Invalid,0,0
40623,1,178,453,519,116,10,14,36,Invalid,Invalid,Invalid,0,0
42623,1,178,451,519,116,10,14,36,Invalid,Invalid,Invalid,0,0
45136,1,178,450,494,116,10,14,36,Invalid,Invalid,Invalid,0,0
47136,1,178,449,494,116,10,14,36,Invalid,Invalid,Invalid,0,0
50607,1,178,450,476,116,10,14,36,Invalid,Invalid,Invalid,0,0
52305,1,178,449,476,116,10,14,36,Invalid,Invalid,Invalid,0,0
54305,1,178,449,476,116,10,14,36,Invalid,Invalid,Invalid,0,0
56802,1,178,448,462,116,10,14,36,Invalid,Invalid,Invalid,0,0
58802,1,178,449,462,116,10,14,36,Invalid,Invalid,Invalid,0,0
63202,1,178,447,454,116,10,14,36,Invalid,Invalid,Invalid,0,0
64881,1,178,448,454,116,10,14,36,Invalid,Invalid,Invalid,0,0
66881,1,178,448,454,116,10,14,36,Invalid,Invalid,Invalid,0,0
69376,1,178,449,452,116,10,14,36,Invalid,Invalid,Invalid,0,0
71376,1,178,447,452,116,10,14,36,Invalid,Invalid,Invalid,0,0
73884,1,178,446,447,116,10,14,36,Invalid,Invalid,Invalid,0,0
75884,1,178,447,447,116,10,14,36,Invalid,Invalid,Invalid,0,0
78393,1,178,447,447,116,10,14,36,Invalid,Invalid,Invalid,0,0
80393,1,178,447,442,116,10,14,36,Invalid,Invalid,Invalid,0,0
82888,1,178,446,442,116,10,14,36,Invalid,Invalid,Invalid,0,0
125399,2,151,460,700,8,0,0,1,Invalid,Invalid,Invalid,0,0
127102,2,151,461,700,8,0,0,1,Invalid,Invalid,Invalid,0,0
130657,2,151,457,700,8,0,0,1,Invalid,Invalid,Invalid,0,0
132461,2,151,460,700,8,0,0,1,Invalid,Invalid,Invalid,0,0
134461,2,151,460,700,8,0,0,1,Invalid,Invalid,Invalid,0,0
136959,2,151,461,700,8,0,0,1,Invalid,Invalid,Invalid,0,0
138959,2,151,459,700,8,0,0,1,Invalid,Invalid,Invalid,0,0
184382,3,153,447,633,7,0,0,1,Invalid,Invalid,Invalid,0,0
185087,3,153,446,633,7,0,0,1,Invalid,Invalid,Invalid,0,0
186910,3,153,444,631,6,0,0,1,Invalid,Invalid,Invalid,0,0
189585,3,153,446,631,7,0,0,1,Invalid,Invalid,Invalid,0,0
191585,3,153,444,628,7,0,0,1,Invalid,Invalid,Invalid,0,0
194090,3,153,447,628,7,0,0,1,Invalid,Invalid,Invalid,0,0
196090,3,153,447,626,7,0,0,1,Invalid,Invalid,Invalid,0,0
200479,3,153,444,624,7,0,0,1,Invalid,Invalid,Invalid,0,0
202164,3,153,444,624,6,0,0,1,Invalid,Invalid,Invalid,0,0
204164,3,153,443,624,6,0,0,1,Invalid,Invalid,Invalid,0,0
206662,3,153,445,624,7,0,0,1,Invalid,Invalid,Invalid,0,0
208662,3,153,445,621,7,0,0,1,Invalid,Invalid,Invalid,0,0
211170,3,153,447,621,7,0,0,1,Invalid,Invalid,Invalid,0,0
213170,3,153,444,621,7,0,0,1,Invalid,Invalid,Invalid,0,0
215671,3,153,444,619,6,0,0,1,Invalid,Invalid,Invalid,0,0
217671,3,153,445,619,6,0,0,1,Invalid,Invalid,Invalid,0,0
220180,3,153,447,619,7,0,0,1,Invalid,Invalid,Invalid,0,0
222180,3,153,442,619,7,0,0,1,Invalid,Invalid,Invalid,0,0
