Timestamp,SensorID,Temp,Humid,PH,EC,N,P,K,DateTime,Latitude,Longitude,Satellites,HDOP
12667,1,216,190,437,343,21,29,73,Invalid,Invalid,Invalid,0,0
14667,1,216,190,437,346,21,29,74,Invalid,Invalid,Invalid,0,0
17160,1,216,190,437,348,21,29,74,Invalid,Invalid,Invalid,0,0
19160,1,216,189,438,351,22,30,75,Invalid,Invalid,Invalid,0,0
21674,1,216,189,438,353,22,30,75,Invalid,Invalid,Invalid,0,0
23674,1,216,189,457,354,22,30,76,Invalid,Invalid,Invalid,0,0
26170,1,216,189,457,358,22,30,76,Invalid,Invalid,Invalid,0,0
28170,1,216,189,457,359,22,30,76,Invalid,Invalid,Invalid,0,0
30671,1,216,189,452,361,22,30,76,Invalid,Invalid,Invalid,0,0
32671,1,216,189,452,362,22,31,77,Invalid,Invalid,Invalid,0,0
35178,1,216,189,447,365,22,31,77,Invalid,Invalid,Invalid,0,0
201994,2,202,129,762,202,14,20,40,Invalid,Invalid,Invalid,0,0
204492,2,202,130,736,207,14,20,41,Invalid,Invalid,Invalid,0,0
206492,2,202,129,718,207,14,20,41,Invalid,Invalid,Invalid,0,0
209001,2,202,129,700,208,14,20,41,Invalid,Invalid,Invalid,0,0
211001,2,202,129,700,210,15,21,42,Invalid,Invalid,Invalid,0,0
213502,2,202,129,877,217,15,21,42,Invalid,Invalid,Invalid,0,0
215502,2,202,129,841,216,15,21,43,Invalid,Invalid,Invalid,0,0
218009,2,203,129,817,216,15,21,43,Invalid,Invalid,Invalid,0,0
220009,2,204,129,810,217,15,21,43,Invalid,Invalid,Invalid,0,0
222507,2,205,129,809,218,15,21,43,Invalid,Invalid,Invalid,0,0
246082,3,203,49,700,525,37,52,105,Invalid,Invalid,Invalid,0,0
251534,3,203,48,700,528,37,52,105,Invalid,Invalid,Invalid,0,0
252258,3,203,58,700,528,37,52,105,Invalid,Invalid,Invalid,0,0
254040,3,203,45,700,535,38,53,107,Invalid,Invalid,Invalid,0,0
256040,3,203,47,700,535,38,53,107,Invalid,Invalid,Invalid,0,0
258574,3,203,45,700,537,38,53,107,Invalid,Invalid,Invalid,0,0
261246,3,203,47,700,536,38,53,107,Invalid,Invalid,Invalid,0,0
264813,3,203,46,700,535,38,53,107,Invalid,Invalid,Invalid,0,0
268379,3,203,44,700,538,38,53,107,Invalid,Invalid,Invalid,0,0
270189,3,203,44,700,538,38,53,107,Invalid,Invalid,Invalid,0,0
272189,3,203,43,700,537,38,53,107,Invalid,Invalid,Invalid,0,0
274697,3,203,65,700,540,38,54,108,Invalid,Invalid,Invalid,0,0
276697,3,203,63,700,544,38,54,108,Invalid,Invalid,Invalid,0,0
279190,3,203,61,700,547,39,54,109,Invalid,Invalid,Invalid,0,0
