Timestamp,SensorID,Temp,Humid,PH,EC,N,P,K,DateTime,Latitude,Longitude,Satellites,HDOP
13586,1,219,491,452,4291,207,285,703,Invalid,Invalid,Invalid,0,0
19059,1,-1,490,452,2210,109,189,466,Invalid,Invalid,Invalid,0,0
19767,1,219,491,447,2804,137,189,466,Invalid,Invalid,Invalid,0,0
21571,1,219,491,447,3736,180,249,615,Invalid,Invalid,Invalid,0,0
23571,1,219,491,447,4427,213,294,725,Invalid,Invalid,Invalid,0,0
26065,1,220,489,442,3783,183,252,624,Invalid,Invalid,Invalid,0,0
28065,1,220,489,442,4511,217,300,740,Invalid,Invalid,Invalid,0,0
30602,1,220,491,437,3755,182,251,619,Invalid,Invalid,Invalid,0,0
33271,1,220,490,437,4627,223,307,759,Invalid,Invalid,Invalid,0,0
35271,1,220,491,437,3902,189,260,643,Invalid,Invalid,Invalid,0,0
37766,1,220,491,438,4343,209,289,713,Invalid,Invalid,Invalid,0,0
69524,2,194,388,900,2426,173,242,485,Invalid,Invalid,Invalid,0,0
71524,2,194,388,900,2529,180,252,505,Invalid,Invalid,Invalid,0,0
74028,2,194,388,900,2529,175,245,491,Invalid,Invalid,Invalid,0,0
76028,2,194,389,900,2565,183,256,513,Invalid,Invalid,Invalid,0,0
78532,2,194,388,900,2529,180,252,505,Invalid,Invalid,Invalid,0,0
80532,2,194,387,900,2494,178,249,498,Invalid,Invalid,Invalid,0,0
83028,2,194,387,900,2565,183,256,513,Invalid,Invalid,Invalid,0,0
85028,2,194,388,900,2565,183,256,513,Invalid,Invalid,Invalid,0,0
87535,2,194,388,900,2565,183,245,491,Invalid,Invalid,Invalid,0,0
91132,2,194,388,900,2494,178,249,498,Invalid,Invalid,Invalid,0,0
109153,3,191,378,700,2646,189,264,529,Invalid,Invalid,Invalid,0,0
111153,3,191,376,700,2766,197,260,521,Invalid,Invalid,Invalid,0,0
113646,3,191,378,700,2609,186,260,521,Invalid,Invalid,Invalid,0,0
115646,3,191,378,712,2724,194,272,544,Invalid,Invalid,Invalid,0,0
120152,3,193,378,900,2572,183,257,514,Invalid,Invalid,Invalid,0,0
122648,3,195,390,700,2766,197,276,553,Invalid,Invalid,Invalid,0,0
124648,3,195,389,700,2850,203,285,570,Invalid,Invalid,Invalid,0,0
127151,3,195,391,900,2724,189,264,529,Invalid,Invalid,Invalid,0,0
129151,3,195,389,900,2724,194,272,544,Invalid,Invalid,Invalid,0,0
131646,3,195,390,900,2685,191,268,537,Invalid,Invalid,Invalid,0,0
135348,3,195,389,900,2609,186,260,521,Invalid,Invalid,Invalid,0,0
137246,3,195,391,900,2766,197,276,553,Invalid,Invalid,Invalid,0,0
139841,3,195,391,900,2536,181,253,507,Invalid,Invalid,Invalid,0,0
141841,3,195,395,900,2609,186,260,521,Invalid,Invalid,Invalid,0,0
144344,3,195,392,900,2646,189,264,529,Invalid,Invalid,Invalid,0,0
146344,3,195,390,900,2724,194,272,544,Invalid,Invalid,Invalid,0,0
151514,3,195,392,900,2724,194,272,544,Invalid,Invalid,Invalid,0,0
153329,3,195,393,900,2646,181,253,507,Invalid,Invalid,Invalid,0,0
155329,3,195,390,900,2646,189,264,529,Invalid,Invalid,Invalid,0,0
157829,3,195,391,900,2893,206,289,578,Invalid,Invalid,Invalid,0,0
